Код;Дата;Расход
00002114;14.10.2023 0:00:00;8
00002114;15.10.2023 0:00:00;46
00002114;16.10.2023 0:00:00;11
00002114;17.10.2023 0:00:00;50
00002114;18.10.2023 0:00:00;205
00002114;19.10.2023 0:00:00;13
00002114;20.10.2023 0:00:00;1
00002114;21.10.2023 0:00:00;35
00002114;22.10.2023 0:00:00;98
00002114;23.10.2023 0:00:00;40
00002114;24.10.2023 0:00:00;18
00002114;25.10.2023 0:00:00;143
00002114;26.10.2023 0:00:00;30
00002114;27.10.2023 0:00:00;5
00002114;28.10.2023 0:00:00;5
00002114;29.10.2023 0:00:00;101
00002114;30.10.2023 0:00:00;21
00002114;31.10.2023 0:00:00;25
00002114;01.11.2023 0:00:00;201
00002114;02.11.2023 0:00:00;20
00002114;03.11.2023 0:00:00;0
00002114;04.11.2023 0:00:00;17
00002114;05.11.2023 0:00:00;52
00002114;06.11.2023 0:00:00;36
00002114;07.11.2023 0:00:00;35
00002114;08.11.2023 0:00:00;168
00002114;09.11.2023 0:00:00;10
00002114;10.11.2023 0:00:00;17
00002114;11.11.2023 0:00:00;3
00002114;12.11.2023 0:00:00;75
00002114;13.11.2023 0:00:00;202
00002114;14.11.2023 0:00:00;60
00002114;15.11.2023 0:00:00;24
00002114;16.11.2023 0:00:00;215
00002114;17.11.2023 0:00:00;0
00002114;18.11.2023 0:00:00;13
00002114;19.11.2023 0:00:00;10
00002114;20.11.2023 0:00:00;2
00002114;21.11.2023 0:00:00;48
00002114;22.11.2023 0:00:00;108
00002114;23.11.2023 0:00:00;0
00002114;24.11.2023 0:00:00;400
00002114;25.11.2023 0:00:00;20
00002114;26.11.2023 0:00:00;28
00002114;27.11.2023 0:00:00;27
00002114;28.11.2023 0:00:00;131
00002114;29.11.2023 0:00:00;148
00002114;30.11.2023 0:00:00;3
00002114;01.12.2023 0:00:00;0
00002114;02.12.2023 0:00:00;133
00002114;03.12.2023 0:00:00;278
00002114;04.12.2023 0:00:00;27
00002114;05.12.2023 0:00:00;13
00002114;06.12.2023 0:00:00;150
00002114;07.12.2023 0:00:00;58
00002114;08.12.2023 0:00:00;2
00002114;09.12.2023 0:00:00;905
00002114;10.12.2023 0:00:00;510
00002114;11.12.2023 0:00:00;43
00002114;12.12.2023 0:00:00;13
00002114;13.12.2023 0:00:00;35
00002114;14.12.2023 0:00:00;32
00002114;15.12.2023 0:00:00;10
00002114;16.12.2023 0:00:00;0
00002114;17.12.2023 0:00:00;20
00002114;18.12.2023 0:00:00;247
00002114;19.12.2023 0:00:00;0
00002114;20.12.2023 0:00:00;3
00002114;21.12.2023 0:00:00;1
00002114;22.12.2023 0:00:00;0
00002114;23.12.2023 0:00:00;10
00002114;24.12.2023 0:00:00;4
00002114;25.12.2023 0:00:00;14
00002114;26.12.2023 0:00:00;6
00002114;27.12.2023 0:00:00;101
00002114;28.12.2023 0:00:00;0
00002114;29.12.2023 0:00:00;0
00002114;30.12.2023 0:00:00;0
00002114;31.12.2023 0:00:00;0
00002114;01.01.2024 0:00:00;0
00002114;02.01.2024 0:00:00;0
00002114;03.01.2024 0:00:00;0
00002114;04.01.2024 0:00:00;0
00002114;05.01.2024 0:00:00;10
00002114;06.01.2024 0:00:00;2
00002114;07.01.2024 0:00:00;3
00002114;08.01.2024 0:00:00;0
00002114;09.01.2024 0:00:00;6
00002114;10.01.2024 0:00:00;0
00002114;11.01.2024 0:00:00;0
00002114;12.01.2024 0:00:00;3
00002114;13.01.2024 0:00:00;31
00002114;14.01.2024 0:00:00;100
00002114;15.01.2024 0:00:00;20
00002114;16.01.2024 0:00:00;3
00002114;17.01.2024 0:00:00;48
00002114;18.01.2024 0:00:00;52
00002114;19.01.2024 0:00:00;0
00002114;20.01.2024 0:00:00;0
00002114;21.01.2024 0:00:00;30
00002114;22.01.2024 0:00:00;52
00002114;23.01.2024 0:00:00;13
00002114;24.01.2024 0:00:00;221
00002114;25.01.2024 0:00:00;9
00002114;26.01.2024 0:00:00;0
00002114;27.01.2024 0:00:00;20
00002114;28.01.2024 0:00:00;10
00002114;29.01.2024 0:00:00;208
00002114;30.01.2024 0:00:00;0
00002114;31.01.2024 0:00:00;1
00002114;01.02.2024 0:00:00;21
00002114;02.02.2024 0:00:00;51
00002114;03.02.2024 0:00:00;10
00002114;04.02.2024 0:00:00;346
00002114;05.02.2024 0:00:00;9
00002114;06.02.2024 0:00:00;10
00002114;07.02.2024 0:00:00;501
00002114;08.02.2024 0:00:00;28
00002114;09.02.2024 0:00:00;20
00002114;10.02.2024 0:00:00;4
00002114;11.02.2024 0:00:00;13
00002114;12.02.2024 0:00:00;3
00002114;13.02.2024 0:00:00;6
00002114;14.02.2024 0:00:00;61
00002114;15.02.2024 0:00:00;3
00002114;16.02.2024 0:00:00;0
00002114;17.02.2024 0:00:00;320
00002114;18.02.2024 0:00:00;8
00002114;19.02.2024 0:00:00;30
00002114;20.02.2024 0:00:00;35
00002114;21.02.2024 0:00:00;112
00002114;22.02.2024 0:00:00;111
00002114;23.02.2024 0:00:00;41
00002114;24.02.2024 0:00:00;450
00002114;25.02.2024 0:00:00;0
00002114;26.02.2024 0:00:00;9
00002114;27.02.2024 0:00:00;7
00002114;28.02.2024 0:00:00;40
00002114;29.02.2024 0:00:00;413
00002114;01.03.2024 0:00:00;5
00002114;02.03.2024 0:00:00;37
00002114;03.03.2024 0:00:00;23
00002114;04.03.2024 0:00:00;17
00002114;05.03.2024 0:00:00;3
00002114;06.03.2024 0:00:00;5
00002114;07.03.2024 0:00:00;0
00002114;08.03.2024 0:00:00;0
00002114;09.03.2024 0:00:00;0
00002114;10.03.2024 0:00:00;3
00002114;11.03.2024 0:00:00;24
00002114;12.03.2024 0:00:00;51
00002114;13.03.2024 0:00:00;52
00002114;14.03.2024 0:00:00;15
00002114;15.03.2024 0:00:00;11
00002114;16.03.2024 0:00:00;27
00002114;17.03.2024 0:00:00;17
00002114;18.03.2024 0:00:00;20
00002114;19.03.2024 0:00:00;8
00002114;20.03.2024 0:00:00;138
00002114;21.03.2024 0:00:00;816
00002114;22.03.2024 0:00:00;3
00002114;23.03.2024 0:00:00;13
00002114;24.03.2024 0:00:00;128
00002114;25.03.2024 0:00:00;421
00002114;26.03.2024 0:00:00;10
00002114;27.03.2024 0:00:00;101
00002114;28.03.2024 0:00:00;20
00002114;29.03.2024 0:00:00;0
00002114;30.03.2024 0:00:00;10
00002114;31.03.2024 0:00:00;115
00002114;01.04.2024 0:00:00;42
00002114;02.04.2024 0:00:00;34
00002114;03.04.2024 0:00:00;22
00002114;04.04.2024 0:00:00;22
00002114;05.04.2024 0:00:00;35
00002114;06.04.2024 0:00:00;2
00002114;07.04.2024 0:00:00;13
00002114;08.04.2024 0:00:00;46
00002114;09.04.2024 0:00:00;9
00002114;10.04.2024 0:00:00;270
00002114;11.04.2024 0:00:00;129
00002114;12.04.2024 0:00:00;23
00002114;13.04.2024 0:00:00;30
00002114;14.04.2024 0:00:00;168
00002114;15.04.2024 0:00:00;65
00002114;16.04.2024 0:00:00;7
00002114;17.04.2024 0:00:00;485
00002114;18.04.2024 0:00:00;206
00002114;19.04.2024 0:00:00;2
00002114;20.04.2024 0:00:00;77
00002114;21.04.2024 0:00:00;120
00002114;22.04.2024 0:00:00;40
00002114;23.04.2024 0:00:00;24
00002114;24.04.2024 0:00:00;125
00002114;25.04.2024 0:00:00;5
00002114;26.04.2024 0:00:00;15
00002114;27.04.2024 0:00:00;45
00002114;28.04.2024 0:00:00;66
00002114;29.04.2024 0:00:00;44
00002114;30.04.2024 0:00:00;43
00002114;01.05.2024 0:00:00;96
00002114;02.05.2024 0:00:00;16
00002114;03.05.2024 0:00:00;35
00002114;04.05.2024 0:00:00;72
00002114;05.05.2024 0:00:00;42
00002114;06.05.2024 0:00:00;20
00002114;07.05.2024 0:00:00;51
00002114;08.05.2024 0:00:00;30
00002114;09.05.2024 0:00:00;26
00002114;10.05.2024 0:00:00;21
00002114;11.05.2024 0:00:00;58
00002114;12.05.2024 0:00:00;550
00002114;13.05.2024 0:00:00;73
00002114;14.05.2024 0:00:00;29
00002114;15.05.2024 0:00:00;62
00002114;16.05.2024 0:00:00;21
00002114;17.05.2024 0:00:00;6
00002114;18.05.2024 0:00:00;0
00002114;19.05.2024 0:00:00;152
00002114;20.05.2024 0:00:00;19
00002114;21.05.2024 0:00:00;20
00002114;22.05.2024 0:00:00;46
00002114;23.05.2024 0:00:00;1
00002114;24.05.2024 0:00:00;415
00002114;25.05.2024 0:00:00;800
00002114;26.05.2024 0:00:00;217
00002114;27.05.2024 0:00:00;113
00002114;28.05.2024 0:00:00;22
00002114;29.05.2024 0:00:00;222
00002114;30.05.2024 0:00:00;5
00002114;31.05.2024 0:00:00;41
00002114;01.06.2024 0:00:00;310
00002114;02.06.2024 0:00:00;66
00002114;03.06.2024 0:00:00;163
00002114;04.06.2024 0:00:00;21
00002114;05.06.2024 0:00:00;74
00002114;06.06.2024 0:00:00;167
00002114;07.06.2024 0:00:00;17
00002114;08.06.2024 0:00:00;18
00002114;09.06.2024 0:00:00;0
00002114;10.06.2024 0:00:00;2
00002114;11.06.2024 0:00:00;77
00002114;12.06.2024 0:00:00;651
00002114;13.06.2024 0:00:00;23
00002114;14.06.2024 0:00:00;25
00002114;15.06.2024 0:00:00;4
00002114;16.06.2024 0:00:00;36
00002114;17.06.2024 0:00:00;16
00002114;18.06.2024 0:00:00;129
00002114;19.06.2024 0:00:00;107
00002114;20.06.2024 0:00:00;412
00002114;21.06.2024 0:00:00;43
00002114;22.06.2024 0:00:00;858
00002114;23.06.2024 0:00:00;25
