Код;Дата;Расход
00002108;05.02.2024 0:00:00;3
00002108;06.02.2024 0:00:00;0
00002108;07.02.2024 0:00:00;10
00002108;08.02.2024 0:00:00;3
00002108;09.02.2024 0:00:00;8
00002108;10.02.2024 0:00:00;8
00002108;11.02.2024 0:00:00;5
00002108;12.02.2024 0:00:00;3
00002108;13.02.2024 0:00:00;5
00002108;14.02.2024 0:00:00;15
00002108;15.02.2024 0:00:00;2
00002108;16.02.2024 0:00:00;6
00002108;17.02.2024 0:00:00;205
00002108;18.02.2024 0:00:00;8
00002108;19.02.2024 0:00:00;1
00002108;20.02.2024 0:00:00;18
00002108;21.02.2024 0:00:00;40
00002108;22.02.2024 0:00:00;2
00002108;23.02.2024 0:00:00;10
00002108;24.02.2024 0:00:00;280
00002108;25.02.2024 0:00:00;0
00002108;26.02.2024 0:00:00;0
00002108;27.02.2024 0:00:00;2
00002108;28.02.2024 0:00:00;8
00002108;29.02.2024 0:00:00;401
00002108;01.03.2024 0:00:00;0
00002108;02.03.2024 0:00:00;6
00002108;03.03.2024 0:00:00;5
00002108;04.03.2024 0:00:00;7
00002108;05.03.2024 0:00:00;100
00002108;06.03.2024 0:00:00;10
00002108;07.03.2024 0:00:00;0
00002108;08.03.2024 0:00:00;2
00002108;09.03.2024 0:00:00;0
00002108;10.03.2024 0:00:00;0
00002108;11.03.2024 0:00:00;13
00002108;12.03.2024 0:00:00;11
00002108;13.03.2024 0:00:00;33
00002108;14.03.2024 0:00:00;41
00002108;15.03.2024 0:00:00;0
00002108;16.03.2024 0:00:00;52
00002108;17.03.2024 0:00:00;8
00002108;18.03.2024 0:00:00;2
00002108;19.03.2024 0:00:00;4
00002108;20.03.2024 0:00:00;4
00002108;21.03.2024 0:00:00;802
00002108;22.03.2024 0:00:00;40
00002108;23.03.2024 0:00:00;1
00002108;24.03.2024 0:00:00;30
00002108;25.03.2024 0:00:00;320
00002108;26.03.2024 0:00:00;10
00002108;27.03.2024 0:00:00;0
00002108;28.03.2024 0:00:00;48
00002108;29.03.2024 0:00:00;4
00002108;30.03.2024 0:00:00;12
00002108;31.03.2024 0:00:00;22
00002108;01.04.2024 0:00:00;6
00002108;02.04.2024 0:00:00;20
00002108;03.04.2024 0:00:00;0
00002108;04.04.2024 0:00:00;21
00002108;05.04.2024 0:00:00;3
00002108;06.04.2024 0:00:00;10
00002108;07.04.2024 0:00:00;4
00002108;08.04.2024 0:00:00;13
00002108;09.04.2024 0:00:00;1
00002108;10.04.2024 0:00:00;0
00002108;11.04.2024 0:00:00;51
00002108;12.04.2024 0:00:00;5
00002108;13.04.2024 0:00:00;3
00002108;14.04.2024 0:00:00;2
00002108;15.04.2024 0:00:00;2
00002108;16.04.2024 0:00:00;7
00002108;17.04.2024 0:00:00;10
00002108;18.04.2024 0:00:00;407
00002108;19.04.2024 0:00:00;0
00002108;20.04.2024 0:00:00;40
00002108;21.04.2024 0:00:00;21
00002108;22.04.2024 0:00:00;6
00002108;23.04.2024 0:00:00;7
00002108;24.04.2024 0:00:00;26
00002108;25.04.2024 0:00:00;0
00002108;26.04.2024 0:00:00;85
00002108;27.04.2024 0:00:00;10
00002108;28.04.2024 0:00:00;9
00002108;29.04.2024 0:00:00;52
00002108;30.04.2024 0:00:00;0
00002108;01.05.2024 0:00:00;2
00002108;02.05.2024 0:00:00;8
00002108;03.05.2024 0:00:00;8
00002108;04.05.2024 0:00:00;17
00002108;05.05.2024 0:00:00;0
00002108;06.05.2024 0:00:00;10
00002108;07.05.2024 0:00:00;8
00002108;08.05.2024 0:00:00;25
00002108;09.05.2024 0:00:00;11
00002108;10.05.2024 0:00:00;3
00002108;11.05.2024 0:00:00;12
00002108;12.05.2024 0:00:00;253
00002108;13.05.2024 0:00:00;18
00002108;14.05.2024 0:00:00;11
00002108;15.05.2024 0:00:00;0
00002108;16.05.2024 0:00:00;0
00002108;17.05.2024 0:00:00;3
00002108;18.05.2024 0:00:00;5
00002108;19.05.2024 0:00:00;20
00002108;20.05.2024 0:00:00;3
00002108;21.05.2024 0:00:00;8
00002108;22.05.2024 0:00:00;121
00002108;23.05.2024 0:00:00;3
00002108;24.05.2024 0:00:00;408
00002108;25.05.2024 0:00:00;1087
00002108;26.05.2024 0:00:00;57
00002108;27.05.2024 0:00:00;9
00002108;28.05.2024 0:00:00;13
00002108;29.05.2024 0:00:00;30
00002108;30.05.2024 0:00:00;3
00002108;31.05.2024 0:00:00;26
00002108;01.06.2024 0:00:00;3
00002108;02.06.2024 0:00:00;214
00002108;03.06.2024 0:00:00;55
00002108;04.06.2024 0:00:00;3
00002108;05.06.2024 0:00:00;1
00002108;06.06.2024 0:00:00;0
00002108;07.06.2024 0:00:00;5
00002108;08.06.2024 0:00:00;12
00002108;09.06.2024 0:00:00;1
00002108;10.06.2024 0:00:00;12
00002108;11.06.2024 0:00:00;6
00002108;12.06.2024 0:00:00;221
00002108;13.06.2024 0:00:00;0
00002108;14.06.2024 0:00:00;11
00002108;15.06.2024 0:00:00;11
00002108;16.06.2024 0:00:00;1
00002108;17.06.2024 0:00:00;2
00002108;18.06.2024 0:00:00;13
00002108;19.06.2024 0:00:00;4
00002108;20.06.2024 0:00:00;454
00002108;21.06.2024 0:00:00;0
00002108;22.06.2024 0:00:00;855
00002108;23.06.2024 0:00:00;2
