Код;Дата;Расход
00024731;19.12.2023 0:00:00;1
00024731;20.12.2023 0:00:00;0
00024731;21.12.2023 0:00:00;2
00024731;22.12.2023 0:00:00;0
00024731;23.12.2023 0:00:00;10
00024731;24.12.2023 0:00:00;0
00024731;25.12.2023 0:00:00;0
00024731;26.12.2023 0:00:00;0
00024731;27.12.2023 0:00:00;0
00024731;28.12.2023 0:00:00;0
00024731;29.12.2023 0:00:00;0
00024731;30.12.2023 0:00:00;0
00024731;31.12.2023 0:00:00;0
00024731;01.01.2024 0:00:00;0
00024731;02.01.2024 0:00:00;0
00024731;03.01.2024 0:00:00;0
00024731;04.01.2024 0:00:00;0
00024731;05.01.2024 0:00:00;0
00024731;06.01.2024 0:00:00;1
00024731;07.01.2024 0:00:00;0
00024731;08.01.2024 0:00:00;1
00024731;09.01.2024 0:00:00;0
00024731;10.01.2024 0:00:00;0
00024731;11.01.2024 0:00:00;14
00024731;12.01.2024 0:00:00;0
00024731;13.01.2024 0:00:00;0
00024731;14.01.2024 0:00:00;0
00024731;15.01.2024 0:00:00;0
00024731;16.01.2024 0:00:00;0
00024731;17.01.2024 0:00:00;6
00024731;18.01.2024 0:00:00;4
00024731;19.01.2024 0:00:00;0
00024731;20.01.2024 0:00:00;0
00024731;21.01.2024 0:00:00;3
00024731;22.01.2024 0:00:00;1
00024731;23.01.2024 0:00:00;1
00024731;24.01.2024 0:00:00;10
00024731;25.01.2024 0:00:00;2
00024731;26.01.2024 0:00:00;0
00024731;27.01.2024 0:00:00;2
00024731;28.01.2024 0:00:00;0
00024731;29.01.2024 0:00:00;1
00024731;30.01.2024 0:00:00;0
00024731;31.01.2024 0:00:00;0
00024731;01.02.2024 0:00:00;0
00024731;02.02.2024 0:00:00;0
00024731;03.02.2024 0:00:00;0
00024731;04.02.2024 0:00:00;10
00024731;05.02.2024 0:00:00;5
00024731;06.02.2024 0:00:00;0
00024731;07.02.2024 0:00:00;20
00024731;08.02.2024 0:00:00;0
00024731;09.02.2024 0:00:00;0
00024731;10.02.2024 0:00:00;0
00024731;11.02.2024 0:00:00;10
00024731;12.02.2024 0:00:00;1
00024731;13.02.2024 0:00:00;2
00024731;14.02.2024 0:00:00;25
00024731;15.02.2024 0:00:00;0
00024731;16.02.2024 0:00:00;0
00024731;17.02.2024 0:00:00;0
00024731;18.02.2024 0:00:00;1
00024731;19.02.2024 0:00:00;0
00024731;20.02.2024 0:00:00;0
00024731;21.02.2024 0:00:00;22
00024731;22.02.2024 0:00:00;1
00024731;23.02.2024 0:00:00;0
00024731;24.02.2024 0:00:00;0
00024731;25.02.2024 0:00:00;0
00024731;26.02.2024 0:00:00;0
00024731;27.02.2024 0:00:00;2
00024731;28.02.2024 0:00:00;0
00024731;29.02.2024 0:00:00;0
00024731;01.03.2024 0:00:00;0
00024731;02.03.2024 0:00:00;2
00024731;03.03.2024 0:00:00;0
00024731;04.03.2024 0:00:00;1
00024731;05.03.2024 0:00:00;0
00024731;06.03.2024 0:00:00;5
00024731;07.03.2024 0:00:00;0
00024731;08.03.2024 0:00:00;1
00024731;09.03.2024 0:00:00;0
00024731;10.03.2024 0:00:00;2
00024731;11.03.2024 0:00:00;3
00024731;12.03.2024 0:00:00;0
00024731;13.03.2024 0:00:00;0
00024731;14.03.2024 0:00:00;32
00024731;15.03.2024 0:00:00;2
00024731;16.03.2024 0:00:00;0
00024731;17.03.2024 0:00:00;0
00024731;18.03.2024 0:00:00;0
00024731;19.03.2024 0:00:00;0
00024731;20.03.2024 0:00:00;0
00024731;21.03.2024 0:00:00;4
00024731;22.03.2024 0:00:00;1
00024731;23.03.2024 0:00:00;0
00024731;24.03.2024 0:00:00;0
00024731;25.03.2024 0:00:00;5
00024731;26.03.2024 0:00:00;3
00024731;27.03.2024 0:00:00;1
00024731;28.03.2024 0:00:00;0
00024731;29.03.2024 0:00:00;2
00024731;30.03.2024 0:00:00;0
00024731;31.03.2024 0:00:00;1
00024731;01.04.2024 0:00:00;0
00024731;02.04.2024 0:00:00;1
00024731;03.04.2024 0:00:00;6
00024731;23.04.2024 0:00:00;0
00024731;24.04.2024 0:00:00;30
00024731;25.04.2024 0:00:00;1
00024731;26.04.2024 0:00:00;0
00024731;27.04.2024 0:00:00;0
00024731;28.04.2024 0:00:00;3
00024731;29.04.2024 0:00:00;2
00024731;30.04.2024 0:00:00;0
00024731;01.05.2024 0:00:00;0
00024731;02.05.2024 0:00:00;0
00024731;03.05.2024 0:00:00;0
00024731;04.05.2024 0:00:00;0
00024731;05.05.2024 0:00:00;10
00024731;06.05.2024 0:00:00;0
00024731;07.05.2024 0:00:00;0
00024731;08.05.2024 0:00:00;0
00024731;09.05.2024 0:00:00;0
00024731;10.05.2024 0:00:00;0
00024731;11.05.2024 0:00:00;4
00024731;28.05.2024 0:00:00;13
00024731;29.05.2024 0:00:00;5
00024731;30.05.2024 0:00:00;1
00024731;31.05.2024 0:00:00;1
00024731;01.06.2024 0:00:00;0
00024731;02.06.2024 0:00:00;0
00024731;03.06.2024 0:00:00;0
00024731;04.06.2024 0:00:00;0
00024731;05.06.2024 0:00:00;30
