Код;Дата;Расход
00000651;23.02.2024 0:00:00;70
00000651;24.02.2024 0:00:00;220
00000651;25.02.2024 0:00:00;70
00000651;26.02.2024 0:00:00;56
00000651;27.02.2024 0:00:00;90
00000651;28.02.2024 0:00:00;20
00000651;29.02.2024 0:00:00;14
00000651;01.03.2024 0:00:00;30
00000651;02.03.2024 0:00:00;120
00000651;03.03.2024 0:00:00;60
00000651;04.03.2024 0:00:00;326
00000651;05.03.2024 0:00:00;165
00000651;06.03.2024 0:00:00;408
00000651;07.03.2024 0:00:00;550
00000651;08.03.2024 0:00:00;40
00000651;09.03.2024 0:00:00;70
00000651;10.03.2024 0:00:00;100
00000651;11.03.2024 0:00:00;250
00000651;12.03.2024 0:00:00;17
00000651;13.03.2024 0:00:00;310
00000651;14.03.2024 0:00:00;0
00000651;15.03.2024 0:00:00;70
00000651;16.03.2024 0:00:00;700
00000651;17.03.2024 0:00:00;130
00000651;18.03.2024 0:00:00;294
00000651;19.03.2024 0:00:00;150
00000651;20.03.2024 0:00:00;1336
00000651;21.03.2024 0:00:00;280
00000651;22.03.2024 0:00:00;0
00000651;23.03.2024 0:00:00;100
00000651;24.03.2024 0:00:00;560
00000651;25.03.2024 0:00:00;234
00000651;26.03.2024 0:00:00;160
00000651;27.03.2024 0:00:00;506
00000651;28.03.2024 0:00:00;22
00000651;29.03.2024 0:00:00;70
00000651;30.03.2024 0:00:00;510
00000651;31.03.2024 0:00:00;470
00000651;01.04.2024 0:00:00;189
00000651;02.04.2024 0:00:00;56
00000651;03.04.2024 0:00:00;516
00000651;04.04.2024 0:00:00;396
00000651;05.04.2024 0:00:00;152
00000651;06.04.2024 0:00:00;140
00000651;07.04.2024 0:00:00;660
00000651;08.04.2024 0:00:00;357
00000651;09.04.2024 0:00:00;30
00000651;10.04.2024 0:00:00;520
00000651;11.04.2024 0:00:00;194
00000651;12.04.2024 0:00:00;131
00000651;13.04.2024 0:00:00;253
00000651;14.04.2024 0:00:00;115
00000651;15.04.2024 0:00:00;354
00000651;16.04.2024 0:00:00;94
00000651;17.04.2024 0:00:00;1290
00000651;18.04.2024 0:00:00;110
00000651;19.04.2024 0:00:00;130
00000651;20.04.2024 0:00:00;580
00000651;21.04.2024 0:00:00;730
00000651;22.04.2024 0:00:00;90
00000651;23.04.2024 0:00:00;299
00000651;24.04.2024 0:00:00;10
00000651;25.04.2024 0:00:00;150
00000651;26.04.2024 0:00:00;130
00000651;27.04.2024 0:00:00;50
00000651;28.04.2024 0:00:00;250
00000651;29.04.2024 0:00:00;1400
00000651;30.04.2024 0:00:00;140
00000651;01.05.2024 0:00:00;0
00000651;02.05.2024 0:00:00;80
00000651;03.05.2024 0:00:00;60
00000651;04.05.2024 0:00:00;200
00000651;05.05.2024 0:00:00;90
00000651;06.05.2024 0:00:00;110
00000651;07.05.2024 0:00:00;90
00000651;08.05.2024 0:00:00;30
00000651;09.05.2024 0:00:00;110
00000651;10.05.2024 0:00:00;0
00000651;11.05.2024 0:00:00;300
00000651;12.05.2024 0:00:00;180
00000651;13.05.2024 0:00:00;154
00000651;14.05.2024 0:00:00;4
00000651;15.05.2024 0:00:00;126
00000651;16.05.2024 0:00:00;306
00000651;17.05.2024 0:00:00;22
00000651;18.05.2024 0:00:00;30
00000651;19.05.2024 0:00:00;2330
00000651;20.05.2024 0:00:00;110
00000651;21.05.2024 0:00:00;180
00000651;22.05.2024 0:00:00;577
00000651;23.05.2024 0:00:00;90
00000651;24.05.2024 0:00:00;620
00000651;25.05.2024 0:00:00;80
00000651;26.05.2024 0:00:00;500
00000651;27.05.2024 0:00:00;972
00000651;28.05.2024 0:00:00;115
00000651;29.05.2024 0:00:00;1052
00000651;30.05.2024 0:00:00;60
00000651;31.05.2024 0:00:00;100
00000651;01.06.2024 0:00:00;50
00000651;02.06.2024 0:00:00;170
00000651;03.06.2024 0:00:00;160
00000651;04.06.2024 0:00:00;220
00000651;05.06.2024 0:00:00;22
00000651;06.06.2024 0:00:00;96
00000651;07.06.2024 0:00:00;90
00000651;08.06.2024 0:00:00;480
00000651;09.06.2024 0:00:00;170
00000651;10.06.2024 0:00:00;294
00000651;11.06.2024 0:00:00;100
00000651;12.06.2024 0:00:00;535
00000651;13.06.2024 0:00:00;30
00000651;14.06.2024 0:00:00;100
00000651;15.06.2024 0:00:00;230
00000651;16.06.2024 0:00:00;90
00000651;17.06.2024 0:00:00;33
00000651;18.06.2024 0:00:00;216
00000651;19.06.2024 0:00:00;500
00000651;20.06.2024 0:00:00;25
00000651;21.06.2024 0:00:00;410
00000651;22.06.2024 0:00:00;340
00000651;23.06.2024 0:00:00;112
