Код;Дата;Расход
00000386;17.04.2024 0:00:00;139
00000386;16.04.2024 0:00:00;5
00000386;15.04.2024 0:00:00;26
00000386;14.04.2024 0:00:00;8
00000386;13.04.2024 0:00:00;36
00000386;12.04.2024 0:00:00;4
00000386;11.04.2024 0:00:00;3
00000386;10.04.2024 0:00:00;23
00000386;09.04.2024 0:00:00;3
00000386;08.04.2024 0:00:00;7
00000386;07.04.2024 0:00:00;15
00000386;06.04.2024 0:00:00;0
00000386;05.04.2024 0:00:00;17
00000386;04.04.2024 0:00:00;9
00000386;03.04.2024 0:00:00;20
00000386;02.04.2024 0:00:00;1
00000386;01.04.2024 0:00:00;5
00000386;31.03.2024 0:00:00;50
00000386;30.03.2024 0:00:00;3
00000386;29.03.2024 0:00:00;0
00000386;28.03.2024 0:00:00;6
00000386;27.03.2024 0:00:00;20
00000386;26.03.2024 0:00:00;1
00000386;25.03.2024 0:00:00;10
00000386;24.03.2024 0:00:00;2
00000386;23.03.2024 0:00:00;0
00000386;22.03.2024 0:00:00;0
00000386;21.03.2024 0:00:00;101
00000386;20.03.2024 0:00:00;24
00000386;19.03.2024 0:00:00;4
00000386;18.03.2024 0:00:00;11
00000386;17.03.2024 0:00:00;12
00000386;16.03.2024 0:00:00;17
00000386;15.03.2024 0:00:00;0
00000386;14.03.2024 0:00:00;3
00000386;13.03.2024 0:00:00;11
00000386;12.03.2024 0:00:00;1
00000386;11.03.2024 0:00:00;17
00000386;10.03.2024 0:00:00;0
00000386;09.03.2024 0:00:00;2
00000386;08.03.2024 0:00:00;0
00000386;07.03.2024 0:00:00;15
00000386;06.03.2024 0:00:00;15
00000386;05.03.2024 0:00:00;13
00000386;04.03.2024 0:00:00;2
00000386;03.03.2024 0:00:00;6
00000386;02.03.2024 0:00:00;8
00000386;01.03.2024 0:00:00;4
00000386;29.02.2024 0:00:00;50
00000386;28.02.2024 0:00:00;8
00000386;27.02.2024 0:00:00;0
00000386;26.02.2024 0:00:00;10
00000386;25.02.2024 0:00:00;1
00000386;24.02.2024 0:00:00;40
00000386;23.02.2024 0:00:00;0
00000386;22.02.2024 0:00:00;11
00000386;21.02.2024 0:00:00;25
00000386;20.02.2024 0:00:00;10
00000386;19.02.2024 0:00:00;6
00000386;18.02.2024 0:00:00;1
00000386;17.02.2024 0:00:00;50
00000386;16.02.2024 0:00:00;0
00000386;15.02.2024 0:00:00;5
00000386;14.02.2024 0:00:00;10
00000386;13.02.2024 0:00:00;1
00000386;12.02.2024 0:00:00;4
00000386;11.02.2024 0:00:00;5
00000386;10.02.2024 0:00:00;8
00000386;09.02.2024 0:00:00;0
00000386;08.02.2024 0:00:00;6
00000386;07.02.2024 0:00:00;302
00000386;06.02.2024 0:00:00;3
00000386;05.02.2024 0:00:00;21
00000386;04.02.2024 0:00:00;50
00000386;03.02.2024 0:00:00;20
00000386;02.02.2024 0:00:00;0
00000386;01.02.2024 0:00:00;2
00000386;31.01.2024 0:00:00;49
00000386;30.01.2024 0:00:00;5
00000386;29.01.2024 0:00:00;62
00000386;28.01.2024 0:00:00;509
00000386;27.01.2024 0:00:00;1
00000386;26.01.2024 0:00:00;10
00000386;25.01.2024 0:00:00;2
00000386;24.01.2024 0:00:00;31
00000386;23.01.2024 0:00:00;1
00000386;22.01.2024 0:00:00;2
00000386;21.01.2024 0:00:00;55
00000386;20.01.2024 0:00:00;1
00000386;19.01.2024 0:00:00;50
00000386;18.01.2024 0:00:00;2
00000386;17.01.2024 0:00:00;63
00000386;16.01.2024 0:00:00;2
00000386;15.01.2024 0:00:00;9
00000386;14.01.2024 0:00:00;100
00000386;13.01.2024 0:00:00;12
00000386;12.01.2024 0:00:00;0
00000386;11.01.2024 0:00:00;115
00000386;10.01.2024 0:00:00;20
00000386;09.01.2024 0:00:00;0
00000386;08.01.2024 0:00:00;9
00000386;07.01.2024 0:00:00;11
00000386;06.01.2024 0:00:00;0
00000386;05.01.2024 0:00:00;0
00000386;04.01.2024 0:00:00;0
00000386;03.01.2024 0:00:00;5
00000386;02.01.2024 0:00:00;0
00000386;01.01.2024 0:00:00;0
00000386;31.12.2023 0:00:00;0
00000386;30.12.2023 0:00:00;0
00000386;29.12.2023 0:00:00;0
00000386;28.12.2023 0:00:00;0
00000386;27.12.2023 0:00:00;0
00000386;26.12.2023 0:00:00;11
00000386;25.12.2023 0:00:00;16
00000386;24.12.2023 0:00:00;20
00000386;23.12.2023 0:00:00;220
00000386;22.12.2023 0:00:00;60
00000386;21.12.2023 0:00:00;2
00000386;20.12.2023 0:00:00;65
00000386;19.12.2023 0:00:00;2
00000386;18.12.2023 0:00:00;8
00000386;17.12.2023 0:00:00;4
00000386;16.12.2023 0:00:00;20
00000386;15.12.2023 0:00:00;4
00000386;14.12.2023 0:00:00;11
00000386;13.12.2023 0:00:00;2
00000386;12.12.2023 0:00:00;1
00000386;11.12.2023 0:00:00;10
00000386;10.12.2023 0:00:00;300
00000386;09.12.2023 0:00:00;416
00000386;08.12.2023 0:00:00;101
00000386;07.12.2023 0:00:00;101
00000386;06.12.2023 0:00:00;43
00000386;05.12.2023 0:00:00;88
00000386;04.12.2023 0:00:00;31
00000386;03.12.2023 0:00:00;10
00000386;02.12.2023 0:00:00;60
00000386;01.12.2023 0:00:00;5
00000386;30.11.2023 0:00:00;106
00000386;29.11.2023 0:00:00;100
00000386;28.11.2023 0:00:00;21
00000386;27.11.2023 0:00:00;12
00000386;26.11.2023 0:00:00;9
00000386;25.11.2023 0:00:00;25
00000386;24.11.2023 0:00:00;158
00000386;23.11.2023 0:00:00;5
00000386;22.11.2023 0:00:00;86
00000386;21.11.2023 0:00:00;48
00000386;20.11.2023 0:00:00;2
00000386;19.11.2023 0:00:00;52
00000386;18.11.2023 0:00:00;10
00000386;17.11.2023 0:00:00;0
00000386;16.11.2023 0:00:00;151
00000386;15.11.2023 0:00:00;0
00000386;14.11.2023 0:00:00;31
00000386;13.11.2023 0:00:00;4
00000386;12.11.2023 0:00:00;142
00000386;11.11.2023 0:00:00;0
00000386;10.11.2023 0:00:00;117
00000386;09.11.2023 0:00:00;2
00000386;08.11.2023 0:00:00;40
00000386;07.11.2023 0:00:00;73
00000386;06.11.2023 0:00:00;28
00000386;05.11.2023 0:00:00;123
00000386;04.11.2023 0:00:00;29
00000386;03.11.2023 0:00:00;0
00000386;02.11.2023 0:00:00;53
00000386;01.11.2023 0:00:00;244
00000386;31.10.2023 0:00:00;3
00000386;30.10.2023 0:00:00;3
00000386;29.10.2023 0:00:00;0
00000386;28.10.2023 0:00:00;0
00000386;27.10.2023 0:00:00;0
00000386;26.10.2023 0:00:00;0
00000386;25.10.2023 0:00:00;0
00000386;24.10.2023 0:00:00;0
00000386;23.10.2023 0:00:00;5
00000386;22.10.2023 0:00:00;0
00000386;21.10.2023 0:00:00;0
00000386;20.10.2023 0:00:00;0
00000386;19.10.2023 0:00:00;0
00000386;18.10.2023 0:00:00;0
00000386;17.10.2023 0:00:00;2
00000386;16.10.2023 0:00:00;0
00000386;15.10.2023 0:00:00;0
00000386;14.10.2023 0:00:00;0
00000386;13.10.2023 0:00:00;0
00000386;12.10.2023 0:00:00;0
00000386;11.10.2023 0:00:00;0
00000386;10.10.2023 0:00:00;0
00000386;09.10.2023 0:00:00;0
00000386;08.10.2023 0:00:00;89
00000386;07.10.2023 0:00:00;45
00000386;06.10.2023 0:00:00;11
00000386;05.10.2023 0:00:00;5
00000386;04.10.2023 0:00:00;0
00000386;03.10.2023 0:00:00;0
00000386;02.10.2023 0:00:00;0
00000386;01.10.2023 0:00:00;0
00000386;30.09.2023 0:00:00;0
00000386;29.09.2023 0:00:00;0
00000386;28.09.2023 0:00:00;0
00000386;27.09.2023 0:00:00;0
00000386;26.09.2023 0:00:00;0
00000386;25.09.2023 0:00:00;7
00000386;24.09.2023 0:00:00;0
00000386;23.09.2023 0:00:00;0
00000386;22.09.2023 0:00:00;0
00000386;21.09.2023 0:00:00;0
00000386;20.09.2023 0:00:00;0
00000386;19.09.2023 0:00:00;0
00000386;18.09.2023 0:00:00;0
00000386;17.09.2023 0:00:00;0
00000386;16.09.2023 0:00:00;0
00000386;15.09.2023 0:00:00;0
00000386;14.09.2023 0:00:00;0
00000386;13.09.2023 0:00:00;0
00000386;12.09.2023 0:00:00;52
00000386;11.09.2023 0:00:00;12
00000386;10.09.2023 0:00:00;0
00000386;09.09.2023 0:00:00;0
00000386;08.09.2023 0:00:00;0
00000386;07.09.2023 0:00:00;0
00000386;06.09.2023 0:00:00;0
00000386;05.09.2023 0:00:00;0
00000386;04.09.2023 0:00:00;227
00000386;03.09.2023 0:00:00;30
00000386;02.09.2023 0:00:00;0
00000386;01.09.2023 0:00:00;0
00000386;31.08.2023 0:00:00;22
00000386;30.08.2023 0:00:00;1
00000386;29.08.2023 0:00:00;0
00000386;28.08.2023 0:00:00;0
00000386;27.08.2023 0:00:00;0
00000386;26.08.2023 0:00:00;0
00000386;25.08.2023 0:00:00;0
00000386;24.08.2023 0:00:00;0
00000386;23.08.2023 0:00:00;20
00000386;22.08.2023 0:00:00;12
00000386;21.08.2023 0:00:00;2
00000386;20.08.2023 0:00:00;16
00000386;19.08.2023 0:00:00;81
00000386;18.08.2023 0:00:00;13
00000386;17.08.2023 0:00:00;4
00000386;16.08.2023 0:00:00;37
00000386;15.08.2023 0:00:00;37
00000386;14.08.2023 0:00:00;42
00000386;13.08.2023 0:00:00;131
00000386;12.08.2023 0:00:00;20
00000386;11.08.2023 0:00:00;0
00000386;10.08.2023 0:00:00;130
00000386;09.08.2023 0:00:00;92
00000386;08.08.2023 0:00:00;64
00000386;07.08.2023 0:00:00;7
00000386;06.08.2023 0:00:00;76
00000386;05.08.2023 0:00:00;324
00000386;04.08.2023 0:00:00;44
00000386;03.08.2023 0:00:00;70
00000386;02.08.2023 0:00:00;73
00000386;01.08.2023 0:00:00;0
00000386;31.07.2023 0:00:00;0
00000386;30.07.2023 0:00:00;0
00000386;29.07.2023 0:00:00;0
00000386;28.07.2023 0:00:00;0
00000386;27.07.2023 0:00:00;0
00000386;26.07.2023 0:00:00;0
00000386;25.07.2023 0:00:00;0
00000386;24.07.2023 0:00:00;0
00000386;23.07.2023 0:00:00;0
00000386;22.07.2023 0:00:00;0
00000386;21.07.2023 0:00:00;0
00000386;20.07.2023 0:00:00;0
00000386;19.07.2023 0:00:00;0
00000386;18.07.2023 0:00:00;1
00000386;17.07.2023 0:00:00;12
00000386;16.07.2023 0:00:00;0
00000386;15.07.2023 0:00:00;0
00000386;14.07.2023 0:00:00;0
00000386;13.07.2023 0:00:00;2
00000386;12.07.2023 0:00:00;13
00000386;11.07.2023 0:00:00;0
00000386;10.07.2023 0:00:00;5
00000386;09.07.2023 0:00:00;31
00000386;08.07.2023 0:00:00;13
00000386;07.07.2023 0:00:00;1
00000386;06.07.2023 0:00:00;1
00000386;05.07.2023 0:00:00;197
00000386;04.07.2023 0:00:00;18
00000386;03.07.2023 0:00:00;219
00000386;02.07.2023 0:00:00;172
00000386;01.07.2023 0:00:00;10
00000386;30.06.2023 0:00:00;10
00000386;29.06.2023 0:00:00;0
00000386;28.06.2023 0:00:00;97
00000386;27.06.2023 0:00:00;13
00000386;26.06.2023 0:00:00;0
