Код;Дата;Расход
00002110;24.09.2023 0:00:00;54
00002110;25.09.2023 0:00:00;66
00002110;26.09.2023 0:00:00;69
00002110;27.09.2023 0:00:00;58
00002110;28.09.2023 0:00:00;1428
00002110;29.09.2023 0:00:00;63
00002110;30.09.2023 0:00:00;60
00002110;01.10.2023 0:00:00;309
00002110;02.10.2023 0:00:00;75
00002110;03.10.2023 0:00:00;6
00002110;04.10.2023 0:00:00;155
00002110;05.10.2023 0:00:00;8
00002110;06.10.2023 0:00:00;0
00002110;07.10.2023 0:00:00;35
00002110;08.10.2023 0:00:00;51
00002110;09.10.2023 0:00:00;17
00002110;10.10.2023 0:00:00;34
00002110;11.10.2023 0:00:00;53
00002110;12.10.2023 0:00:00;40
00002110;13.10.2023 0:00:00;75
00002110;14.10.2023 0:00:00;10
00002110;15.10.2023 0:00:00;58
00002110;16.10.2023 0:00:00;39
00002110;17.10.2023 0:00:00;67
00002110;18.10.2023 0:00:00;400
00002110;19.10.2023 0:00:00;16
00002110;20.10.2023 0:00:00;26
00002110;21.10.2023 0:00:00;40
00002110;22.10.2023 0:00:00;74
00002110;23.10.2023 0:00:00;53
00002110;24.10.2023 0:00:00;22
00002110;25.10.2023 0:00:00;146
00002110;26.10.2023 0:00:00;20
00002110;27.10.2023 0:00:00;0
00002110;28.10.2023 0:00:00;0
00002110;29.10.2023 0:00:00;92
00002110;30.10.2023 0:00:00;33
00002110;31.10.2023 0:00:00;216
00002110;01.11.2023 0:00:00;205
00002110;02.11.2023 0:00:00;1
00002110;03.11.2023 0:00:00;0
00002110;04.11.2023 0:00:00;54
00002110;05.11.2023 0:00:00;71
00002110;06.11.2023 0:00:00;61
00002110;07.11.2023 0:00:00;10
00002110;08.11.2023 0:00:00;270
00002110;09.11.2023 0:00:00;18
00002110;10.11.2023 0:00:00;25
00002110;11.11.2023 0:00:00;60
00002110;12.11.2023 0:00:00;189
00002110;13.11.2023 0:00:00;420
00002110;14.11.2023 0:00:00;14
00002110;15.11.2023 0:00:00;50
00002110;16.11.2023 0:00:00;218
00002110;17.11.2023 0:00:00;10
00002110;18.11.2023 0:00:00;7
00002110;19.11.2023 0:00:00;165
00002110;20.11.2023 0:00:00;20
00002110;21.11.2023 0:00:00;81
00002110;22.11.2023 0:00:00;31
00002110;23.11.2023 0:00:00;65
00002110;24.11.2023 0:00:00;609
00002110;25.11.2023 0:00:00;62
00002110;26.11.2023 0:00:00;28
00002110;27.11.2023 0:00:00;35
00002110;28.11.2023 0:00:00;216
00002110;29.11.2023 0:00:00;366
00002110;30.11.2023 0:00:00;21
00002110;01.12.2023 0:00:00;5
00002110;02.12.2023 0:00:00;225
00002110;03.12.2023 0:00:00;268
00002110;04.12.2023 0:00:00;80
00002110;05.12.2023 0:00:00;9
00002110;06.12.2023 0:00:00;354
00002110;07.12.2023 0:00:00;110
00002110;08.12.2023 0:00:00;6
00002110;09.12.2023 0:00:00;1200
00002110;10.12.2023 0:00:00;226
00002110;11.12.2023 0:00:00;58
00002110;12.12.2023 0:00:00;13
00002110;13.12.2023 0:00:00;21
00002110;14.12.2023 0:00:00;110
00002110;15.12.2023 0:00:00;64
00002110;16.12.2023 0:00:00;95
00002110;17.12.2023 0:00:00;26
00002110;18.12.2023 0:00:00;49
00002110;19.12.2023 0:00:00;106
00002110;20.12.2023 0:00:00;306
00002110;21.12.2023 0:00:00;15
00002110;22.12.2023 0:00:00;0
00002110;23.12.2023 0:00:00;200
00002110;24.12.2023 0:00:00;42
00002110;25.12.2023 0:00:00;31
00002110;26.12.2023 0:00:00;17
00002110;27.12.2023 0:00:00;319
00002110;28.12.2023 0:00:00;0
00002110;29.12.2023 0:00:00;354
00002110;30.12.2023 0:00:00;0
00002110;31.12.2023 0:00:00;0
00002110;01.01.2024 0:00:00;0
00002110;02.01.2024 0:00:00;0
00002110;03.01.2024 0:00:00;7
00002110;04.01.2024 0:00:00;0
00002110;05.01.2024 0:00:00;0
00002110;06.01.2024 0:00:00;2
00002110;07.01.2024 0:00:00;58
00002110;08.01.2024 0:00:00;10
00002110;09.01.2024 0:00:00;8
00002110;10.01.2024 0:00:00;0
00002110;11.01.2024 0:00:00;51
00002110;12.01.2024 0:00:00;0
00002110;13.01.2024 0:00:00;35
00002110;14.01.2024 0:00:00;120
00002110;15.01.2024 0:00:00;6
00002110;16.01.2024 0:00:00;7
00002110;17.01.2024 0:00:00;6
00002110;18.01.2024 0:00:00;58
00002110;19.01.2024 0:00:00;3
00002110;20.01.2024 0:00:00;2
00002110;21.01.2024 0:00:00;116
00002110;22.01.2024 0:00:00;149
00002110;23.01.2024 0:00:00;20
00002110;24.01.2024 0:00:00;101
00002110;25.01.2024 0:00:00;5
00002110;26.01.2024 0:00:00;1
00002110;27.01.2024 0:00:00;65
00002110;28.01.2024 0:00:00;23
00002110;29.01.2024 0:00:00;60
00002110;30.01.2024 0:00:00;14
00002110;31.01.2024 0:00:00;31
00002110;01.02.2024 0:00:00;2
00002110;02.02.2024 0:00:00;20
00002110;03.02.2024 0:00:00;32
00002110;04.02.2024 0:00:00;130
00002110;05.02.2024 0:00:00;268
00002110;06.02.2024 0:00:00;25
00002110;07.02.2024 0:00:00;510
00002110;08.02.2024 0:00:00;11
00002110;09.02.2024 0:00:00;25
00002110;10.02.2024 0:00:00;10
00002110;11.02.2024 0:00:00;47
00002110;12.02.2024 0:00:00;26
00002110;13.02.2024 0:00:00;36
00002110;14.02.2024 0:00:00;105
00002110;15.02.2024 0:00:00;51
00002110;16.02.2024 0:00:00;5
00002110;17.02.2024 0:00:00;230
00002110;18.02.2024 0:00:00;27
00002110;19.02.2024 0:00:00;21
00002110;20.02.2024 0:00:00;10
00002110;21.02.2024 0:00:00;5
00002110;22.02.2024 0:00:00;187
00002110;23.02.2024 0:00:00;30
00002110;24.02.2024 0:00:00;500
00002110;25.02.2024 0:00:00;0
00002110;26.02.2024 0:00:00;28
00002110;27.02.2024 0:00:00;8
00002110;28.02.2024 0:00:00;30
00002110;29.02.2024 0:00:00;837
00002110;01.03.2024 0:00:00;9
00002110;02.03.2024 0:00:00;2
00002110;03.03.2024 0:00:00;0
00002110;04.03.2024 0:00:00;35
00002110;05.03.2024 0:00:00;21
00002110;06.03.2024 0:00:00;139
00002110;07.03.2024 0:00:00;8
00002110;08.03.2024 0:00:00;8
00002110;09.03.2024 0:00:00;20
00002110;10.03.2024 0:00:00;22
00002110;11.03.2024 0:00:00;69
00002110;12.03.2024 0:00:00;19
00002110;13.03.2024 0:00:00;35
00002110;14.03.2024 0:00:00;6
00002110;15.03.2024 0:00:00;25
00002110;16.03.2024 0:00:00;81
00002110;17.03.2024 0:00:00;69
00002110;18.03.2024 0:00:00;26
00002110;19.03.2024 0:00:00;17
00002110;20.03.2024 0:00:00;126
00002110;21.03.2024 0:00:00;572
00002110;22.03.2024 0:00:00;210
00002110;23.03.2024 0:00:00;53
00002110;24.03.2024 0:00:00;112
00002110;25.03.2024 0:00:00;228
00002110;26.03.2024 0:00:00;14
00002110;27.03.2024 0:00:00;116
00002110;28.03.2024 0:00:00;25
00002110;29.03.2024 0:00:00;0
00002110;30.03.2024 0:00:00;45
00002110;31.03.2024 0:00:00;134
00002110;01.04.2024 0:00:00;57
00002110;02.04.2024 0:00:00;27
00002110;03.04.2024 0:00:00;106
00002110;04.04.2024 0:00:00;216
00002110;05.04.2024 0:00:00;67
00002110;06.04.2024 0:00:00;85
00002110;07.04.2024 0:00:00;90
00002110;08.04.2024 0:00:00;55
00002110;09.04.2024 0:00:00;145
00002110;10.04.2024 0:00:00;100
00002110;11.04.2024 0:00:00;216
00002110;12.04.2024 0:00:00;27
00002110;13.04.2024 0:00:00;25
00002110;14.04.2024 0:00:00;100
00002110;15.04.2024 0:00:00;112
00002110;16.04.2024 0:00:00;34
00002110;17.04.2024 0:00:00;232
00002110;18.04.2024 0:00:00;26
00002110;19.04.2024 0:00:00;220
00002110;20.04.2024 0:00:00;205
00002110;21.04.2024 0:00:00;267
00002110;22.04.2024 0:00:00;86
00002110;23.04.2024 0:00:00;98
00002110;24.04.2024 0:00:00;370
00002110;25.04.2024 0:00:00;57
00002110;26.04.2024 0:00:00;45
00002110;27.04.2024 0:00:00;30
00002110;28.04.2024 0:00:00;97
00002110;29.04.2024 0:00:00;217
00002110;30.04.2024 0:00:00;74
00002110;01.05.2024 0:00:00;36
00002110;02.05.2024 0:00:00;47
00002110;03.05.2024 0:00:00;17
00002110;04.05.2024 0:00:00;61
00002110;05.05.2024 0:00:00;42
00002110;06.05.2024 0:00:00;28
00002110;07.05.2024 0:00:00;31
00002110;08.05.2024 0:00:00;0
00002110;09.05.2024 0:00:00;73
00002110;10.05.2024 0:00:00;12
00002110;11.05.2024 0:00:00;30
00002110;12.05.2024 0:00:00;220
00002110;13.05.2024 0:00:00;63
00002110;14.05.2024 0:00:00;2
00002110;15.05.2024 0:00:00;99
00002110;16.05.2024 0:00:00;24
00002110;17.05.2024 0:00:00;22
00002110;18.05.2024 0:00:00;40
00002110;19.05.2024 0:00:00;207
00002110;20.05.2024 0:00:00;12
00002110;21.05.2024 0:00:00;30
00002110;22.05.2024 0:00:00;201
00002110;23.05.2024 0:00:00;14
00002110;24.05.2024 0:00:00;28
00002110;25.05.2024 0:00:00;760
00002110;26.05.2024 0:00:00;239
00002110;27.05.2024 0:00:00;37
00002110;28.05.2024 0:00:00;267
00002110;29.05.2024 0:00:00;125
00002110;30.05.2024 0:00:00;58
00002110;31.05.2024 0:00:00;20
00002110;01.06.2024 0:00:00;0
00002110;02.06.2024 0:00:00;51
00002110;03.06.2024 0:00:00;11
00002110;04.06.2024 0:00:00;105
00002110;05.06.2024 0:00:00;1
00002110;06.06.2024 0:00:00;75
00002110;07.06.2024 0:00:00;26
00002110;08.06.2024 0:00:00;14
00002110;09.06.2024 0:00:00;44
00002110;10.06.2024 0:00:00;1051
00002110;11.06.2024 0:00:00;30
00002110;12.06.2024 0:00:00;100
00002110;13.06.2024 0:00:00;34
00002110;14.06.2024 0:00:00;20
00002110;15.06.2024 0:00:00;30
00002110;16.06.2024 0:00:00;22
00002110;17.06.2024 0:00:00;26
00002110;18.06.2024 0:00:00;276
00002110;19.06.2024 0:00:00;109
00002110;20.06.2024 0:00:00;423
00002110;21.06.2024 0:00:00;35
00002110;22.06.2024 0:00:00;1022
00002110;23.06.2024 0:00:00;36
